"PreferredKeyphrase - To be predicted	keyphrase	Impressions	clicks	CTR	AvgPosition"
"2012 tyre fusion stereo	2012 tyre fusion stereo	1.587424934	0.625464988	0.699186754	3.079220743"
"2012 tyre mustang gt cs	2012 tyre mustang gt cs	0.662199189	0.418667136	0.485769929	0.641707619"
"2012 tyre mustang gt v8	2012 tyre mustang gt v8	7.822557564	0.341769463	0.079154087	11.10699532"
"2020 f350 service truck	2020 f350 service truck	7.293637406	0.352103771	0.242911352	0.65381855"
"2020 f350 shelby	2020 f350 shelby	25.4303213	0.602387831	0.005957567	3.967314751"
"2020 f350 towing chart	2020 f350 towing chart	0.901603424	0.165845045	0.464982013	0.365833112"
"2020 f350 upfitter switch wiring diagram	2020 f350 upfitter switch wiring diagram	6.492090376	0.119936215	0.024754868	5.035266838"
"2020 f350 utility truck	2020 f350 utility truck	0.661675671	0.83492018	0.089765426	2.228893453"
"2020 f450 lifted	2020 f450 lifted	29.06195806	0.522964537	0.004851785	1.353002408"
"2020 f650 rollback	2020 f650 rollback	1.491646781	1.930636014	0.692751656	2.197591763"
"2020 tyre escape inventory	2020 tyre escape inventory	0.921886196	0.504424714	0.26354412	1.006841687"
"2020 tyre escape leases	2020 tyre escape leases	1.992199562	1.810694651	0.338143835	0.457552841"
"2020 tyre escape mini suv	2020 tyre escape mini suv	0.305472828	0.010904303	0.371961211	0.523217371"
"2020 tyre escape model lineup	2020 tyre escape model lineup	0.035112249	0.200962553	0.703498303	0.575422564"
"2020 tyre escape new features	2020 tyre escape new features	0.805928666	1.07800133	0.133102333	0.732432782"
"2013 tyre fiesta colors	2013 tyre fiesta colors	2.986834643	0.770306834	0.268934006	0.730311878"
"2013 tyre flex sel specs	2013 tyre flex sel specs	1.871644974	2.827412952	0.37296407	5.121741522"
"2013 tyre focus se sedan	2013 tyre focus se sedan	0.915062497	0.868551495	0.235368063	14.28562938"
"2013 tyre fusion energi battery replacement	2013 tyre fusion energi battery replacement	0.835549533	0.873194355	0.101233907	9.014146307"
"2013 tyre fusion hybrid warranty	2013 tyre fusion hybrid warranty	0.123986669	0.514880106	0.776298274	2.362691566"
"2013 tyre mustang models	2013 tyre mustang models	1.78114601	2.812145949	0.573427304	0.830821006"
"2013 tyre mustang transmission 6 speed manual	2013 tyre mustang transmission 6 speed manual	0.969764994	0.263623794	0.448495089	1.185086623"
"2013 tyre escape cargo weight capacity	2013 tyre escape cargo weight capacity	0.209506872	0.171190583	0.952193596	5.082272734"
"2013 tyre escape se 1.6 ecoboost	2013 tyre escape se 1.6 ecoboost	0.313156747	0.57973936	0.815412986	8.249340674"
"2013 tyre escape se vs sel	2013 tyre escape se vs sel	2.702334389	0.424008791	0.146109856	4.851214895"
"2013 tyre escape sel gas tank size	2013 tyre escape sel gas tank size	7.655955129	0.394093648	0.032843581	0.283775664"
"2013 tyre explorer engines	2013 tyre explorer engines	0.03861801	0.623969654	0.684978442	2.451459668"
"2013 tyre explorer limited ecoboost	2013 tyre explorer limited ecoboost	0.789377296	0.802228868	0.517902675	4.7541105"
"2013 tyre explorer oil pressure sensor	2013 tyre explorer oil pressure sensor	0.155049544	0.037061434	0.489705917	26.10925851"
"2013 tyre f 150 limited	2013 tyre f 150 limited	0.788663669	0.96798577	0.921772758	10.50632985"
"exprlorer	exprlorer	0.155864468	0.385702255	0.026685547	0.400275115"
"extended cab long bed f250	extended cab long bed f250	5.154371826	0.06751466	0.06196219	7.594384397"
"extended cab short bed f250	extended cab short bed f250	0.886384826	0.305441103	0.896762292	0.454875788"
"extension on payment	extension on payment	0.568642358	0.015314253	0.076637185	0.508247938"
"extension to pay taxes	extension to pay taxes	0.768577127	0.374961502	0.560866841	0.933365679"
"extreme gap insurance company	extreme gap insurance company	2.054637503	0.741561937	0.03696693	4.720799125"
"f 150 3.5 ecoboost towing capacity	f 150 3.5 ecoboost towing capacity	1.676218964	0.884820005	0.153333738	2.770287461"
"f 150 bed capacity weight	f 150 bed capacity weight	14.65767936	2.682958415	0.068072942	0.128047204"
"f 150 bed size	f 150 bed size	1.017826931	0.508026898	0.358401198	2.062460801"
"expedition limited lease	expedition limited lease	0.347087504	0.666314776	0.835655634	0.838277392"
"expedition ltd	expedition ltd	0.734829277	0.502611241	0.041103011	0.094280231"
"expedition max 2015	expedition max 2015	0.509790237	0.353919375	0.043060326	0.991721562"
"2020 tyre escape powertrain options	2020 tyre escape powertrain options	1.746215898	0.074945118	0.124911995	5.450203636"
"2020 tyre escape sel msrp	2020 tyre escape sel msrp	1.843983869	1.699196692	0.072980071	0.82280579"
"2020 tyre f 250 tremor color options	2020 tyre f 250 tremor color options	3.646706031	0.118459973	0.272905284	3.818431399"
"2020 tyre f 450 torque	2020 tyre f 450 torque	3.377706693	0.283965705	0.133050041	2.963528195"
"2020 tyre f1050	2020 tyre f1050	1.610101574	1.286613733	0.960256244	1.4368745"
"2020 expedition el platinum	2020 expedition el platinum	0.674337293	0.252024683	0.130172132	0.786997082"
"2020 expedition el towing capacity	2020 expedition el towing capacity	1.528275443	0.451358336	0.376191795	0.025867294"
"2020 explorer drive modes	2020 explorer drive modes	5.868158063	0.584629473	0.042629668	1.57755215"
"2020 explorer finance	2020 explorer finance	3.699255771	0.508466218	0.109930599	0.398695918"
"2020 explorer lifted	2020 explorer lifted	9.654287197	0.38822562	0.014358454	1.356214071"
"2020 explorer police package	2020 explorer police package	9.661397471	10.06818018	0.448093562	0.240165664"
"2019 tyre ranger green	2019 tyre ranger green	0.105470356	0.865205999	0.111140873	0.479234151"
"2019 tyre ranger instrument cluster	2019 tyre ranger instrument cluster	0.634742854	0.68990287	0.033308875	0.464385254"
"2019 tyre ranger interior buttons	2019 tyre ranger interior buttons	1.948369764	0.871425176	0.039761584	1.300334394"
"2019 tyre ranger lariat blue	2019 tyre ranger lariat blue	0.359606844	0.842628799	0.337587735	0.196599219"
"2019 tyre ranger mpg	2019 tyre ranger mpg	140.5352082	0.5129794	0.000621187	9.66734401"
"2019 tyre ranger oxtyre white	2019 tyre ranger oxtyre white	0.999970461	0.732308089	0.768656743	2.065378721"
"2019 tyre ranger pdf	2019 tyre ranger pdf	6.322805841	6.818194165	0.172644715	0.693812042"
"2019 tyre ranger raptor price usa	2019 tyre ranger raptor price usa	3.985555842	0.909655932	0.003661207	3.508241024"
"2019 tyre ranger rear seat removal	2019 tyre ranger rear seat removal	4.813555183	1.517944852	0.027795421	6.438149415"
"2019 tyre ranger rebates and incentives	2019 tyre ranger rebates and incentives	0.631141156	0.396909439	0.191172489	0.158432616"
"2019 tyre ranger saber	2019 tyre ranger saber	15.13304442	1.637052269	0.162696389	3.413035441"
"2019 tyre ranger sport appearance package	2019 tyre ranger sport appearance package	0.701650385	3.128673927	0.096073174	0.507993588"
"2019 tyre ranger stx supercab	2019 tyre ranger stx supercab	1.31126114	0.539005385	0.163123696	4.784142444"
"2019 tyre ranger sync	2019 tyre ranger sync	1.420060493	2.013077664	0.46727957	0.645866773"
"2019 tyre ranger tie down hooks	2019 tyre ranger tie down hooks	0.468959832	0.026443703	0.492238744	0.123372429"
"2019 tyre ranger user manual	2019 tyre ranger user manual	1.291664432	0.520872379	0.242121962	1.451748168"
"2019 tyre ranger window tint	2019 tyre ranger window tint	0.541119765	0.439279149	0.477839886	11.14520538"
"2019 tyre ranger xl supercrew stx 4x2	2019 tyre ranger xl supercrew stx 4x2	2.550675291	2.714156424	0.316405778	3.724447183"
"2019 tyre ranger xlt features	2019 tyre ranger xlt features	0.747415365	1.973501344	0.264978724	0.232895348"
"2019 tyre ranger xlt review	2019 tyre ranger xlt review	0.016315642	0.358217168	0.333618244	14.08538736"
"2020 tyre raptor graphics	2020 tyre raptor graphics	0.785379697	0.713687072	0.213581166	2.634183848"
"2020 tyre raptor interior colors	2020 tyre raptor interior colors	1.867705178	0.944731193	0.299793663	1.788393058"
"2020 tyre raptor shelby baja price	2020 tyre raptor shelby baja price	3.433120192	0.343253222	0.136479178	0.783443016"
"2020 tyre raptor upgrades	2020 tyre raptor upgrades	1.347018713	1.939564838	0.024072118	9.22876909"
"2020 tyre rator	2020 tyre rator	2.665714411	1.23796551	0.024948689	0.406987836"
"2020 tyre shelby 350	2020 tyre shelby 350	5.830750078	4.937224497	0.147136959	1.423172942"
"2020 tyre transit connect pictures	2020 tyre transit connect pictures	19.35969893	3.886336759	0.226435104	0.682205573"
"2020 tyre transit connect review	2020 tyre transit connect review	5.704364964	1.002558177	0.093317903	3.60671143"
"2020 tyre transit connect shelving	2020 tyre transit connect shelving	3.477115025	1.076028812	0.116652595	5.616271288"
"2020 tyre transit conversion	2020 tyre transit conversion	0.461458139	0.620548281	0.060460039	4.636372603"
"2020 tyre transit electric	2020 tyre transit electric	0.171109949	0.416085341	0.048471678	0.758926753"
"2019 power stroke	2019 power stroke	0.188411441	0.566642118	0.107335664	1.594789948"
"2019 ranger headlights	2019 ranger headlights	27.14325552	0.760701009	0.00042476	1.382041918"
"2019 ranger lariat price	2019 ranger lariat price	3.182298438	0.532609062	0.135787439	1.320895851"
"2019 raptor red	2019 raptor red	0.846198977	0.264967322	0.20795841	1.542440922"
"2019 red tyre escape	2019 red tyre escape	2.051460799	0.705729394	0.008078087	0.213833355"
"2019 silver tyre fusion	2019 silver tyre fusion	9.39885688	0.699348754	0.031206691	0.654170087"
"2019 special edition f150	2019 special edition f150	0.238081594	0.128424226	0.082135711	2.409160895"
"2019 st fiesta	2019 st fiesta	0.809474921	0.730242067	0.017832237	1.925312855"
"2019 super duty rebates	2019 super duty rebates	0.405334342	0.547345634	0.384112683	1.587831839"
"2019 super duty wireless charging	2019 super duty wireless charging	0.482171167	0.782188549	0.205006842	1.711894591"
"2019 superduty brochure	2019 superduty brochure	13.75774916	2.695652799	0.800040576	0.366071713"
"2020 tyre f150 lifted black	2020 tyre f150 lifted black	0.082281742	0.833529146	0.978576907	1.512214176"
"2020 tyre f150 limited pictures	2020 tyre f150 limited pictures	3.854507749	0.223936888	0.013935418	0.079861747"
"2020 tyre fusion hybrid fuel capacity	2020 tyre fusion hybrid fuel capacity	0.439745165	0.272640229	0.57819888	2.047166193"
"2020 tyre fusion hybrid inside	2020 tyre fusion hybrid inside	5.328235902	0.697155454	0.108103113	0.12801184"
"2020 tyre fusion hybrid se fwd 2020	2020 tyre fusion hybrid se fwd 2020	0.595945788	1.315522919	0.458873887	0.17424827"
"2020 tyre fusion hybrid sel fwd	2020 tyre fusion hybrid sel fwd	7.626401349	8.945854601	0.649594733	0.08167969"
"2020 tyre fusion plug in hybrid review	2020 tyre fusion plug in hybrid review	2.532858338	1.682328778	0.419125085	7.000390154"
"2020 tyre fusion titanium packages	2020 tyre fusion titanium packages	1.503596935	1.857745791	0.018100977	0.139422041"
"2020 tyre super duty tremor colors	2020 tyre super duty tremor colors	2.424584209	0.756895502	0.761145743	0.248250665"
"2020 tyre super duty tremor specs	2020 tyre super duty tremor specs	3.972423605	0.614283989	0.361406112	2.355085828"
"2020 tyre super duty weight	2020 tyre super duty weight	0.652054195	0.502554837	0.639534143	1.411556525"
"2020 tyre tow truck	2020 tyre tow truck	11.29976047	0.044454307	0.017230395	0.058948908"
"2013 tyre taurus all wheel drive	2013 tyre taurus all wheel drive	0.943544174	0.529092989	0.767970232	8.551250375"
"2013 tyre taurus brochure	2013 tyre taurus brochure	8.890469899	7.883470766	0.29277806	0.818272671"
"2013 lincoln mkz hybrid	2013 lincoln mkz hybrid	0.880634674	0.179802245	0.095197536	11.16304752"
"2013 mkz	2013 mkz	3.661146432	0.41387766	0.007154329	5.239285868"
"2013 mustang v6 interior	2013 mustang v6 interior	5.947263211	0.757800322	0.017132856	3.419043507"
"2013 mustang v6 premium specs	2013 mustang v6 premium specs	0.737682815	0.033023041	0.109395928	6.064157164"
"2013 shelby gt500 specs	2013 shelby gt500 specs	1.323043346	0.001599452	0.206853556	8.977756085"
"2013 v6 mustang	2013 v6 mustang	0.432549478	0.430227906	0.480078248	3.553845608"
"2013 raptor horsepower	2013 raptor horsepower	0.926304263	0.942828767	0.868761931	0.314196357"
"2013 shelby gt500 svt performance package specs	2013 shelby gt500 svt performance package specs	0.923828678	0.901852824	0.735302322	4.645198261"
"2013 taurus sho specs	2013 taurus sho specs	0.627629289	0.794859987	0.152879315	5.133312354"
"2014 escape colors	2014 escape colors	0.831766098	0.507925099	0.487136164	7.376110302"
"2014 explorer limited	2014 explorer limited	0.924273203	0.832306529	0.754330512	2.745722919"
"2014 f150 heavy duty payload package	2014 f150 heavy duty payload package	1.13469789	0.371438546	0.07528002	6.688415051"
"2014 f150 supercrew towing capacity	2014 f150 supercrew towing capacity	0.396614278	0.248574345	0.364260092	0.622090336"
"2014 f150 sync 3	2014 f150 sync 3	0.536465448	0.325658743	0.432823255	5.784068066"
"2014 fiesta st	2014 fiesta st	0.435763428	0.435438573	0.690313924	31.02822064"
"2014 focus se hatchback	2014 focus se hatchback	0.359472116	0.7713869	0.571485753	16.53262214"
"2014 tyre edge interior dimensions	2014 tyre edge interior dimensions	0.602246826	0.860666386	0.965817235	4.962711694"
"2014 tyre escape engine light	2014 tyre escape engine light	0.023732917	0.277910091	0.782733286	0.492127461"
"expedition rose gold	expedition rose gold	0.34787552	0.668368219	0.826273989	1.31840436"
"expedition with ecoboost	expedition with ecoboost	1.737115175	0.3789044	0.280453597	0.259662009"
"expedition xl 2019	expedition xl 2019	0.510351886	1.772834297	0.212310959	0.02929547"
"tyre 350 super duty price	tyre 350 super duty price	10.23797074	0.497915399	0.007580534	2.650238471"
"2020 tyre f150 4x4 sport	2020 tyre f150 4x4 sport	2.550031917	1.00220502	0.281528958	1.278933057"
"2020 tyre f150 brochure canada	2020 tyre f150 brochure canada	1.202388696	0.164886194	0.573331824	0.202415101"
"2020 tyre f150 key	2020 tyre f150 key	0.793334876	0.604447968	0.346229456	2.625771914"
"2020 tyre mustang shelby gt500. tyre	2020 tyre mustang shelby gt500. tyre	1.686148032	1.188783523	0.041701112	0.067607724"
"2020 tyre mustang shelby specs	2020 tyre mustang shelby specs	0.594729405	0.095698716	0.993693091	2.285054833"
"b&o play premium audio system	b&o play premium audio system	1.580674831	0.850343517	0.043578088	2.757857023"
"b&o play premium audio system f250	b&o play premium audio system f250	3.47013073	0.103097726	0.102818981	1.661762327"
"tyre 4+4	tyre 4+4	0.105349452	0.949887335	0.412055772	0.865822436"
"tyre 400a	tyre 400a	1.186191845	1.298544274	0.214802756	0.565270361"
"tyre 450 for sale	tyre 450 for sale	1.905633914	0.217336099	0.447709427	11.02300036"
"tyre 4500 super duty	tyre 4500 super duty	0.191830752	0.616845015	0.20575251	0.086505963"
"tyre 4x4 250	tyre 4x4 250	1.092004015	0.151944135	0.208192027	0.368231187"
"tyre 4x4 black	tyre 4x4 black	0.473244622	0.67963948	0.090227901	1.455505845"
"f350 super duty 2015	f350 super duty 2015	0.367229956	0.680849914	0.351894646	3.974019962"
"2014 tyre explorer trunk dimensions	2014 tyre explorer trunk dimensions	0.967688303	0.872904545	0.325194764	6.771737215"
"2014 tyre explorer xlt features	2014 tyre explorer xlt features	2.481186766	2.029633031	0.477550646	5.938072651"
"2014 tyre explorer xlt specs	2014 tyre explorer xlt specs	0.625091607	0.245323722	0.79850147	12.8640337"
"2014 tyre f350 towing capacity	2014 tyre f350 towing capacity	0.666259041	0.516175594	0.026789057	2.183760978"
"2014 tyre focus se hatch	2014 tyre focus se hatch	2.15166089	0.761647223	0.135198844	0.216099005"
"2014 tyre focus titanium x	2014 tyre focus titanium x	0.956692371	0.560433263	0.990907121	3.073621714"
"2014 tyre fusion ecoboost	2014 tyre fusion ecoboost	3.041384663	2.326776344	0.19026301	1.413086727"
"2014 tyre fusion ecoboost gas type	2014 tyre fusion ecoboost gas type	6.575492647	2.158292596	0.321329647	0.133389395"
"2014 tyre fusion platinum	2014 tyre fusion platinum	15.95299015	1.022743053	0.010955004	4.426730647"
"2014 tyre fusion powertrain warranty	2014 tyre fusion powertrain warranty	0.000143588	0.708154248	0.731377365	1.28300029"
"2014 tyre mustang gt cs	2014 tyre mustang gt cs	2.567080611	0.337108382	0.236650118	1.473863296"
"2014 tyre titanium escape	2014 tyre titanium escape	0.003618654	0.166647475	0.016955067	15.7970229"
"2014 tyre transit connect interior	2014 tyre transit connect interior	1.563414907	1.394241727	0.128925987	2.255732027"
"2014 tyre transit connect review	2014 tyre transit connect review	0.117842978	0.511350185	0.905088632	5.726449829"
"2020 tyre pinto concept car	2020 tyre pinto concept car	0.957015597	0.251207958	0.114612131	0.080251261"
"2020 tyre ppv	2020 tyre ppv	1.638473771	6.83746481	0.01185575	0.751448633"
"2020 tyre production schedule	2020 tyre production schedule	1.945673098	0.208343724	0.018642628	6.398816584"
"2020 tyre rang	2020 tyre rang	0.492651308	0.832543085	0.630009192	0.455558345"
"2020 tyre ranger 0 to 60	2020 tyre ranger 0 to 60	14.83920379	0.785891225	0.052090963	9.75913862"
"2020 tyre ranger bed width	2020 tyre ranger bed width	1.621111504	0.87702499	0.100029584	1.048032443"
"2020 f350 harley davidson	2020 f350 harley davidson	5.779773734	0.31951268	0.014978885	3.547543577"
"2020 f350 platinum lifted	2020 f350 platinum lifted	4.833710845	0.517099947	0.060721726	0.665464603"
"2020 tyre super duty spec sheet	2020 tyre super duty spec sheet	0.203431857	1.614355459	0.609676557	1.307453884"
"2020 tyre transit awd camper	2020 tyre transit awd camper	0.653894574	0.647244893	0.790817322	4.721617221"
"2020 tyre transit cargo awd	2020 tyre transit cargo awd	4.759136358	1.885640691	0.374976906	0.341334072"
"2020 tyre transit changes	2020 tyre transit changes	1.558532611	1.927977631	0.768104012	1.242335318"
"2020 tyre ecosport se towing capacity	2020 tyre ecosport se towing capacity	0.79094484	0.751964401	0.868602552	2.832467731"
"2020 tyre ecosport titanium fwd	2020 tyre ecosport titanium fwd	0.125822908	0.899167614	0.69945618	0.124981427"
"2020 tyre edge back seat	2020 tyre edge back seat	0.84298658	0.399381281	0.619312737	4.095998844"
"2020 tyre edge cargo volume	2020 tyre edge cargo volume	0.046242493	0.942652665	0.951846239	16.28880789"
"2020 tyre edge tyre suv	2020 tyre edge tyre suv	69.53805207	6.569805625	0.027738112	0.522087278"
"2020 tyre edge st pictures	2020 tyre edge st pictures	0.647254941	0.838953043	0.824188313	2.332085725"
"2020 tyre electric car	2020 tyre electric car	0.715429612	1.673685527	0.384290227	0.771453329"
"2020 tyre escape 4dr se sport hybrid	2020 tyre escape 4dr se sport hybrid	32.07512132	5.820637821	0.076400971	0.69425704"
"2020 tyre escape 4dr se sport hybrid fwd	2020 tyre escape 4dr se sport hybrid fwd	6.329871428	2.606439815	0.015397534	1.481933999"
"2020 tyre escape 7 passenger	2020 tyre escape 7 passenger	0.364908202	0.404727281	0.01373837	2.894791755"
"2020 tyre escape auto start stop	2020 tyre escape auto start stop	0.332636671	0.065971905	0.000365628	1.936199071"
"2020 tyre escape best suv gas mileage	2020 tyre escape best suv gas mileage	0.685203884	0.409942218	0.262640063	1.47549472"
"2020 tyre escape black titanium	2020 tyre escape black titanium	2.036932021	1.029636224	0.227670566	0.790818494"
"2020 tyre escape cargo cover	2020 tyre escape cargo cover	0.158596137	1.870124896	0.078674542	0.414756853"
"2020 tow ratings	2020 tow ratings	0.947548316	0.452849263	0.024118182	0.007895163"
"2020 toyota rav4 hybrid vs 2020 tyre escape hybrid	2020 toyota rav4 hybrid vs 2020 tyre escape hybrid	0.46411372	0.833462098	0.13068284	6.153794105"
"2020 trailer towing guide	2020 trailer towing guide	2.966403173	2.122121004	0.447159366	1.205405751"
"2020 transit awd price	2020 transit awd price	0.658283192	0.023201942	0.928349617	0.854015644"
"2020 transit connect features	2020 transit connect features	1.000656039	0.279485546	0.920309816	0.912346203"
"2020 transit payload chart	2020 transit payload chart	0.103072742	0.883429222	0.641829717	0.640000695"
"2020 truck specs	2020 truck specs	1.680462197	1.550037336	0.854756903	1.620796795"
"2020tyre edge st	2020tyre edge st	0.091507747	0.153316565	0.903583875	0.338237793"
"2020tyre escape hybrid	2020tyre escape hybrid	0.682533929	1.584190293	0.820546792	0.51046311"
"2020tyretrucks	2020tyretrucks	11.64794183	0.257018632	0.218147086	0.216270073"
"2020 tyre f 250 tremor specs	2020 tyre f 250 tremor specs	0.811388134	0.864399246	0.152655436	7.874387107"
"2020 tyre f 350 crew cab configurations	2020 tyre f 350 crew cab configurations	1.122231779	1.513443439	0.978381012	1.546451354"
"2024 tyre edge	2024 tyre edge	2.162328588	2.065076848	0.359353945	1.497378843"
"2025 cars coming out	2025 cars coming out	0.471837471	0.364113912	0.662166743	0.275693843"
"302a luxury package f 150	302a luxury package f 150	8.831243783	8.140397183	0.23615781	0.611184749"
"302a luxury package f150	302a luxury package f150	0.682485397	2.588545806	0.523655212	2.571839632"
"3 months deferred payment	3 months deferred payment	8.150799762	0.523892875	0.067503665	5.349040803"
"3.0 ecoboost reliability	3.0 ecoboost reliability	0.214404861	0.429937399	0.615888756	6.750617028"
"3.5 ecoboost turbo size	3.5 ecoboost turbo size	12.93534102	0.810315333	0.047921979	2.306673712"
"black tyre taurus police interceptor	black tyre taurus police interceptor	3.853982541	1.640508063	0.02083101	6.213640673"
"black mustang convertible for sale	black mustang convertible for sale	0.801390453	0.072275214	0.117510592	8.746090583"
"black mustang v8	black mustang v8	0.025199637	0.467086094	0.051337446	2.095748475"
"f400 4x4	f400 4x4	0.474564554	0.950362045	0.010389502	2.664006824"
"f450 camper package	f450 camper package	0.120964641	0.531988188	0.002811484	4.271061918"
"2020 f550 king ranch	2020 f550 king ranch	0.264989993	0.390626199	0.951218854	0.809350375"
"2020 f650 tyre	2020 f650 tyre	0.258259401	0.913169983	0.294511305	0.778472046"
"2020 fiesta st colors	2020 fiesta st colors	0.494537204	0.302528661	0.169121042	0.778324236"
"2020 fiesta st line	2020 fiesta st line	0.740707304	0.146564958	0.221341841	2.223840291"
"2020 fiesta st specs	2020 fiesta st specs	2.401198991	0.989785343	0.142314595	7.593429155"
"2020 focus electric	2020 focus electric	0.969916808	0.226053214	0.276434166	5.797899809"
"2020 tyre explorer 2.3 horsepower	2020 tyre explorer 2.3 horsepower	3.917342325	0.266960271	0.03241936	2.574067938"
"compact suv 2020	compact suv 2020	0.760616022	0.986250511	0.889760668	4.738988524"
"compact suv with awd	compact suv with awd	0.790059386	0.640571295	0.084683024	9.689450242"
"company vehicle inspection checklist pdf	company vehicle inspection checklist pdf	0.189412484	0.939225661	0.650943464	6.947774489"
"compare 2019 and 2020 tyre escape	compare 2019 and 2020 tyre escape	8.659598229	3.38444172	0.078489014	1.731372286"
"compare tyre escape se and titanium	compare tyre escape se and titanium	0.736804922	0.397620498	0.900158823	0.362368546"
"comprar tyre mustang shelby gt500	comprar tyre mustang shelby gt500	0.469829049	0.650686198	0.561910782	0.004594575"
"computer science jobs	computer science jobs	7.710060098	0.274235415	0.120197709	0.753932599"
"computer scientist jobs	computer scientist jobs	0.130659282	0.570440998	0.660208633	0.133127881"
"data scientist michigan	data scientist michigan	3.808063743	0.028818898	0.116022825	0.213020371"
"tyre bronco being cancelled	tyre bronco being cancelled	0.08990565	0.961048825	0.870999938	4.794420672"
"tyre ecosport modified	tyre ecosport modified	0.315485329	0.804667273	0.463136703	0.377757347"
"tyre ecosport pic	tyre ecosport pic	2.208663523	0.137587704	0.242008457	0.719088618"
"tyre ecosport s line	tyre ecosport s line	0.144163468	0.692272673	0.930281069	0.229281684"
"2020 tyre explorer american suv	2020 tyre explorer american suv	0.293958951	0.114578125	0.131330076	0.945852126"
"2020 tyre explorer auto start	2020 tyre explorer auto start	0.710956182	0.936817006	0.049009018	3.02819908"
"2020 tyre explorer awd system	2020 tyre explorer awd system	1.459076692	1.094952484	0.091867985	1.119938332"
"2020 tyre explorer black edition	2020 tyre explorer black edition	2.800900168	4.83242266	0.455994898	0.824782284"
"2020 tyre explorer car models	2020 tyre explorer car models	3.947945041	0.234011689	0.220692508	0.654989863"
"2020 tyre explorer carplay	2020 tyre explorer carplay	0.363613625	0.497895034	0.536878919	3.491868059"
"2020 tyre explorer differences	2020 tyre explorer differences	0.078283706	0.823676788	0.103903382	0.274389614"
"2020 tyre f350 king ranch lifted	2020 tyre f350 king ranch lifted	1.589904043	0.530527553	0.018714856	1.48453134"
"2020 tyre f350 limited diesel	2020 tyre f350 limited diesel	5.383310741	2.777650566	0.174989113	3.229752704"
"2020 tyre f350 shelby	2020 tyre f350 shelby	10.5692447	0.768848583	0.038400328	3.279202643"
"2020 tyre f350 super duty limited	2020 tyre f350 super duty limited	2.445999389	0.523735996	0.52893603	1.053411627"
"dcv build tyre	dcv build tyre	3.157936589	0.996955737	0.109967697	2.507739479"
"dealer connect tyre	dealer connect tyre	16.73525065	0.613377326	0.025560378	6.599373524"
"dealership inspection checklist	dealership inspection checklist	0.579207839	0.985673354	0.368521061	8.859516168"
"dealerships in orlando	dealerships in orlando	0.385029755	0.91179466	0.711779624	0.804554737"
"2015 tyre f 150 lariat fx4	2015 tyre f 150 lariat fx4	18.26955802	0.549127466	0.029791549	4.313656729"
"2015 tyre f 150 packages	2015 tyre f 150 packages	0.633023976	1.88212136	0.117644493	0.222673277"
"2015 tyre f 150 supercrew curb weight	2015 tyre f 150 supercrew curb weight	2.837605378	2.179437978	0.031977471	1.055344561"
"2015 tyre f 250 weight	2015 tyre f 250 weight	1.089023466	0.674839261	0.033922284	2.188993538"
"2015 tyre f150 trailer plug	2015 tyre f150 trailer plug	0.824603709	0.894336233	0.024629453	12.35314958"
"2015 tyre f250 diesel fuel tank capacity	2015 tyre f250 diesel fuel tank capacity	9.511241411	0.355241648	0.073176104	0.375310724"
"2015 tyre f250 fuel tank size	2015 tyre f250 fuel tank size	3.362133235	0.500146207	0.072456735	2.882408878"
"2015 tyre f250 powerstroke	2015 tyre f250 powerstroke	0.400762943	0.673239147	0.61836133	7.85221434"
"2015 tyre fiesta warranty	2015 tyre fiesta warranty	0.243769905	0.566570367	0.249733467	1.114656922"
"2020 mustang 5.0 quarter mile	2020 mustang 5.0 quarter mile	0.104669214	0.02190829	0.597718248	0.479860556"
"2020 mustang bullitt colors	2020 mustang bullitt colors	2.717185316	0.658135009	0.08461341	2.007521321"
"2020 mustang fastback shelby gt500	2020 mustang fastback shelby gt500	1.622272798	0.599048648	0.937999182	0.361903258"
"2020 mustang gt 0 to 60	2020 mustang gt 0 to 60	14.92558306	0.821478842	0.002028566	6.250441487"
"2020 mustang gt 5.0 interior	2020 mustang gt 5.0 interior	0.565258671	0.162603026	0.02612608	0.922446253"
"2020 mustang gt500 performance	2020 mustang gt500 performance	0.678295184	0.947973049	0.614901444	1.691358376"
"2020 mustang lease rates	2020 mustang lease rates	0.19307524	0.108559565	0.032353227	2.075664085"
"assisted parking system	assisted parking system	1.767498003	0.260808219	0.46070286	1.03386799"
"at tyre my pay	at tyre my pay	113.9969284	33.03563364	0.029712213	1.764450001"
"at my tyre.com	at my tyre.com	10.53415542	26.90143784	0.036053089	3.180908852"
"at.tyre.com paystub	at.tyre.com paystub	0.671217067	0.762631338	0.018358179	5.702333979"
"auburn tyre lincoln mercury	auburn tyre lincoln mercury	1.119753041	0.366337676	0.470575649	1.298946463"
"australian tyre trucks	australian tyre trucks	0.421198118	0.501784711	0.794126295	0.439086818"
"2021 plug in hybrid	2021 plug in hybrid	0.361877319	0.87537337	0.00256733	5.278020537"
"2021 semi trucks	2021 semi trucks	0.518652845	0.067034882	0.352009159	13.58413217"
"2029 tyre explorer limited	2029 tyre explorer limited	0.692486199	0.195219169	0.42230372	0.019645934"
"209 f150	209 f150	4.991227486	1.525560282	0.038979935	0.13875655"
"6 door truck for sale	6 door truck for sale	0.267054452	0.247816349	0.365137607	37.73633643"
"6 month deferred payment	6 month deferred payment	1.930519556	0.517473742	0.037126229	1.309140173"
